id_orig,text_orig,anger,disgust,fear,joy,sadness,surprise,id_pt,text_pt,idioma,nota,comb_emocao
ary_train_track_a_00214,"fez uma página no face e postou umas fotos fake de menores, que sem noção!",0,1,1,0,0,0,ptbr_train_track_a_01467,mano acabei de ver por aleatório um vídeo de uma mulher fazendo o próprio parto e caralho nem fodendo eu quero uma criança,ary,,0-1-1-0-0-0
ary_train_track_a_01207,Kawtar ou eu tô surtando com esse vestido mega chique wow,0,0,0,1,0,1,ptbr_train_track_a_01980,"meninas, eles tem twitter e começou a me seguir!",ary,,0-0-0-1-0-1
ary_train_track_a_01535,criança se afogou no rio 'Guis' perto de Alhucemas,0,0,0,0,1,0,ptbr_train_track_a_01285,"bicho eu tentei mas n rola nada a interação é mt difícil, eles são super abertos mas tipo n tem nada em comum e da pra ver que ela n quer",ary,,0-0-0-0-1-0
som_train_track_a_03022,BNSomalia protest contra o presidente Laftagareen rolou hoje em Mogadíscio,0,0,0,0,0,0,ptbr_train_track_a_01661,é comum e normal entre os amigos homens se cumprimentaram assim,somali,,0-0-0-0-0-0
som_train_track_a_01829,"o maior sofrimento é não cobrar nada de ninguém, e ainda a galera não se pergunta sobre quem causou tanto sofrimento às crianças! é um país e um governo que deixa o povo viver na tristeza e no descaso.",1,0,0,0,1,0,ptbr_train_track_a_01277,"3 dias sem fumar, é difícil pra carai",somali,,1-0-0-0-1-0
som_train_track_a_00204,"Turquia tá na vibe, quero ver oq vai rolar lá hehehe",1,0,0,0,0,0,ptbr_train_track_a_01840,"Na verdade , acredito que isso foi jogada dele , para que os inimigos dessem as caras. E já começou a aparecer...",somali,,1-0-0-0-0-0
som_train_track_a_01399,por que o governo obrigou esse médico a pegar uma arma e lutar contra o grupo jihadista?,0,0,0,0,0,1,ptbr_train_track_a_01049,Vixi... ta nisso ainda??? Bora gente... é preciso girar a engrenagem... muita gente querendo e precisando trabalhar....,somali,,0-0-0-0-0-1
som_train_track_a_00449,Como esse bruxo ajudou a derrotar os Nazistas,0,0,1,0,0,1,ptbr_train_track_a_01122,o pai da minha amg foi espancado mano como assim ????,somali,,0-0-1-0-0-1
som_train_track_a_01453,"quem gravou esse vídeo merece um prêmio, juro que é lindo demais",0,0,0,1,0,1,ptbr_train_track_a_01980,"meninas, eles tem twitter e começou a me seguir!",somali,,0-0-0-1-0-1
som_train_track_a_01496,"YaaasinFarey disse que Ikraaan era super ativa e Nisa é da turma, mas AbuuCamaaar falou que Ikraaan não pertence a Nisa! Muitas histórias engraçadas sendo registradas, tudo isso na treta do Fahadyasin kkk",0,1,0,0,0,1,ptbr_train_track_a_01256,Vi um pervertido com fetiche por amputados outro dia no tumblr.,somali,,0-1-0-0-0-1
som_train_track_a_02605,"caraca, vi um negócio que me deixou bolado, a situação tá tensa, a galera sem coração, nem parecem que tão com um ser humano lá, e o povo comendo sem dó, o bonde não tá sabendo, e 9 meses assim? aff",0,0,0,0,1,1,ptbr_train_track_a_00702,"Que isso cara, pra que ofender o Jailson?",somali,,0-0-0-0-1-1
som_train_track_a_01923,"USER malha aí, não pega nada de bom pra quem vive em Muqdishu, tão na luta, sério, a galera tá se quebrando e a gente só na boa, tipo só se vendo em reality mesmo!",1,0,0,0,1,1,ptbr_train_track_a_00809,"Parabéns pelo carro, mas eu fico revoltado como o brasileiro se contenta com tão pouco, tipo, como um mísero HB20 chega a R$110.000,00?",somali,,1-0-0-0-1-1
som_train_track_a_01262,"morro de rir quando o Ahmed Madooobe critica outros, sendo que ele tá lá há tipo 12 anos e não faz nada de novo no Kenia, Kismaaayo. Galera de Jubbaland, bora dá uma sacudida nesse mufa, chega de papo furado!",1,0,0,0,0,1,ptbr_train_track_a_00395,"cacetada bicho sai atrasado e esqueci de por o relógio, cada vez mais perdendo a civilidade",somali,,1-0-0-0-0-1
deu_train_track_a_01307,"já ouvi de gente que mostra seu 'melhor' no tinder e tal, mas tem gente que sai por aí mostrando a 'berinjela'? e ainda parece que rola com frequência! que mundo é esse? por favor, joga spray de pimenta nessa pobre salsicha pra ver se ela cai!",1,1,0,0,0,1,ptbr_train_track_a_02093,o pau comendo e minha vizinha com o discurso de empatia e amor no meio da reunião de condôminos. quem engole isso??,deutsch,,1-1-0-0-0-1
deu_train_track_a_00841,"Quando era criança, minha tia mandou uma caixa de Natal. A embalagem prometia um Soundblaster pra PC. Tava numa fase de montar PCs, nem via a hora do Natal... abri a caixa e tcharã: meias! Tricotadas! Feias! Arranhando! E o Soundblaster lá, tocando feliz no PC do tio.",0,1,0,0,1,1,ptbr_train_track_a_01887,Quanto preconceito em uma frase!,deutsch,,0-1-0-0-1-1
deu_train_track_a_02467,"o que me estressa d+ é que eu tô dançando, super feliz e curtindo, e do nada - pum - tô na cama e minha cabeça:",1,0,0,1,1,0,ptbr_train_track_a_00445,Parabéns falou tudo e muito difícil ser Negro neste País,deutsch,,1-0-0-1-1-0
deu_train_track_a_00488,"o tribunal acha plausível que Israel tá ligado a um genocídio. eu acho que deviam parar com a grana e as armas pra lá, mas depois da guerra, o povo tá sacando que direitos humanos é só pra quem convém e interesses políticos e econômicos tão sempre na frente.",1,0,0,0,0,0,ptbr_train_track_a_00784,a raiva de hoje é para com signos de fogo   um murro básico na cara de alguns,deutsch,,1-0-0-0-0-0
deu_train_track_a_01507,"sera que de novo esse pestinha x no meio do caminho igual a com a Hillary? trump pode ser um bom presidente? tipo, a galera toda lá não ta vendo a real? to perplexo e com medinho de ver o trump sendo eleito de novo.",0,0,1,0,0,1,ptbr_train_track_a_02090,"mas ontem eu vi isso e li os comentários pq tinham varias pessoas falando sobre e fui dormir MORRENDO de medo, ai de madrugada eu acordei do nada e levei um puta susto, sla eu pulei da cama como se alguém fosse me matar",deutsch,,0-0-1-0-0-1
deu_train_track_a_00299,"Amanhã é #DiaDeOração2024, liturgia feita por mulherada de #Palestina. Tô sempre lá há anos, mas dessa vez tá difícil. Mas com a ajuda de Deus, espero não travar no microfone #PazPorFavor",0,0,1,0,1,0,ptbr_train_track_a_00577,". Vai se Despedindo Pessoal. . Um asteroide gigante de aproximadamente 570 metros de diâmetros se aproximará do nosso planeta no dia 10 de agosto, segundo a NASA. .",deutsch,,0-0-1-0-1-0
deu_train_track_a_01315,"imagina, um amigo meu quase perdeu o trampo pq é a favor da AfD. que tá acontecendo no nosso país pra isso rolar?",1,1,0,0,1,0,ptbr_train_track_a_02012,Desprezível é se aproveitar da situação pra ficar com elas,deutsch,,1-1-0-0-1-0
deu_train_track_a_01542,"vcs não vão vender nossa liberdade e democracia pra Rússia, nunca!",1,0,1,0,0,0,ptbr_train_track_a_01498,Vc quer q o pais vire uma venezuela? Uma russia? Uma Argentina? Comunismo nunca mais!,deutsch,,1-0-1-0-0-0
deu_train_track_a_01319,"acho o nome bonito, mas já ouvi uma galera chamando a Astrid de pé na bunda. Astri é meio estranho e não curto mt essa de mudar nome clássico. sou da Áustria, se isso importa",0,1,0,0,0,0,ptbr_train_track_a_01544,![gif](emote|free_emotes_pack|neutral_face) Ele teve sorte mesmo foi de não encontrar uma camisinha usada,deutsch,,0-1-0-0-0-0
deu_train_track_a_00342,sentido é um conceito que a galera criou pra explicar comportamento. a natureza e o universo não tem sentido nenhum.,0,0,0,0,0,0,ptbr_train_track_a_00919,amas eu vou criar outro twitter só pra desabafar sobre * *****,deutsch,,0-0-0-0-0-0
eng_train_track_a_01230,"tava bem com cores tipo vermelho neon, loiro platinado, preto super escuro, só n curti verde-turquesa, roxo, azul, verde",0,0,0,0,0,0,ptbr_train_track_a_00104,"Ela postou um vídeo a pouco dizendo que terá as agressões, o empurrão e tal. Sei lá, melhor aguardar pra ver, por hora a vantagem é do outro lado, só ver os comentários nesse último vídeo no Instagram",eng,,0-0-0-0-0-0
eng_train_track_a_02303,vou defender isso até a morte,1,0,0,0,0,0,ptbr_train_track_a_01022,Bolsonaro perdendo e chorando no primeiro turno vai questionar a eleição de todos os outros eleitos,eng,,1-0-0-0-0-0
eng_train_track_a_00334,então passei quase todo o almoço na facu tentando muito focar no livro de botânica e não ficar olhando pra pessoinha com cara de vaga-lume,0,0,1,0,0,0,ptbr_train_track_a_00442,"pai do céu,  livrai-nos do mural!!!!",eng,,0-0-1-0-0-0
eng_train_track_a_01957,"Numa manhã, ele ficou no sono",0,0,0,0,0,1,ptbr_train_track_a_00568,Nossa uma deputada sem conhecimento que eram descontados das férias e do décimo se informa que fica feio,eng,,0-0-0-0-0-1
eng_train_track_a_00105,"Após a humilhação e meu marido rindo de forma incontrolável de mim, minhas unhas continuaram perfeitas kkk",1,0,0,0,1,0,ptbr_train_track_a_00930,eu passei metade do ano pensando em rever os meus amigo e chega no dia eu consigo ser um lixo que nem levanta da cama,eng,,1-0-0-0-1-0
eng_train_track_a_02379,"mesmo assim, ela era de tirar o fôlego",0,0,0,1,0,1,ptbr_train_track_a_00371,Porra SM entreteriment vai lançar um novo boygrup com todos meus Bias de algum grupo deles: NCT: taeyong EXO:Kai  ShiNEE: taemin Fu-de-u como eu escolho o meu Bias,eng,,0-0-0-1-0-1
eng_train_track_a_02123,Isso não tá... Ah sei lá... Contra a Declaração de Direitos???,1,0,1,0,0,1,ptbr_train_track_a_01955,"Puta que pariu, tarra andando volta pra casa à noite de repente senti teia de aranha na minha testa. Bixa, o desespero foi tanto que fiquei me debatendo na rua. Fodac o que acharem, aranhas australianas não estão para brincadeiras.",eng,,1-0-1-0-0-1
eng_train_track_a_00875,tá nevando uns flocos grandes ai fora e tô cruzando os dedos na esperança de ter um dia de neve,0,0,1,1,0,0,ptbr_train_track_a_01967,"carai, q q a gente vai apronta nesse show de talentos da equipe hj bicho kkkkklkooo",eng,,0-0-1-1-0-0
eng_train_track_a_00668,"Pô, ninguém apareceu mesmo",0,0,0,0,1,1,ptbr_train_track_a_01151,eu sou ansioso e não me sabia '-',eng,,0-0-0-0-1-1
eng_train_track_a_00961,"'Sem prob,' disse ele.",0,0,0,1,0,0,ptbr_train_track_a_01864,manhã chuvosa paulista e the cure closedown me despeço em sucesso att nada mais a declarar,eng,,0-0-0-1-0-0
ukr_train_track_a_02342,"e aí, amanhã vai rolar um busão pra #Korun e #Samoridnia vai liberar ônibus pra geral que tá indo na peregrinação.",0,0,0,0,0,0,ptbr_train_track_a_01424,"Depende muito da escola, na minha uma turma da manhã uns 40% tinham reprovado, e tavam repetindo o terceirão.",ukr,,0-0-0-0-0-0
ukr_train_track_a_01249,vocês não iam acreditar como ele ( ) fica em pânico com elevador de vidro!! não consegui levar ele.,1,0,1,0,0,0,ptbr_train_track_a_01302,quem me mandou msg no insta e apagou em? aparece logo deixa eu nervoso não carai,ukr,,1-0-1-0-0-0
ukr_train_track_a_01022,"isso me estressa, quando pedem pra pegar minha caneta ou régua.",1,0,0,0,0,0,ptbr_train_track_a_00384,que dor velho pqp,ukr,,1-0-0-0-0-0
ukr_train_track_a_00128,ihh que tá acontecendo aqui?,0,0,0,0,0,1,ptbr_train_track_a_02040,caralho o maluco aqui transcendeu,ukr,,0-0-0-0-0-1
ukr_train_track_a_01387,"meu deus, ele tá ligando pra todo mundo em pânico",0,0,1,0,0,1,ptbr_train_track_a_02076,mds minha avó e meu irmão tá guerreando véi kkkkkkkkk eles tão discutindo feio mds,ukr,,0-0-1-0-0-1
ukr_train_track_a_00566,"jamais imaginei que com a LGSH ia encontrar alguém que eu fosse amar de verdade e que me amasse de volta, sem fake, de coração mesmo.",0,0,0,1,0,1,ptbr_train_track_a_01025,Impressionante! Me comovi por demais! Excelente!,ukr,,0-0-0-1-0-1
ukr_train_track_a_01283,já tive cachorro: de manhã no inverno de pijama.. beeeeee,0,1,0,0,0,0,ptbr_train_track_a_00704,Eu tenho nojo de gente assim,ukr,,0-1-0-0-0-0
ukr_train_track_a_00380,como não acreditar num restaurante chique(,0,0,0,0,1,1,ptbr_train_track_a_01151,eu sou ansioso e não me sabia '-',ukr,,0-0-0-0-1-1
ukr_train_track_a_00394,A fábrica de meia de Ternopil tá respondendo os emails em russo. uuuuu,1,1,0,0,0,0,ptbr_train_track_a_00141,"Eu acho tão feio casal que se expõem demais nas redes sociais e quando a gente de fora, conhece o casal e sabe que não é toda aquela fidelidade exposta na internet da logo um ranço",ukr,,1-1-0-0-0-0
ukr_train_track_a_01169,"tu tá de sacanagem, que Kharkiv?!?",1,0,0,0,0,1,ptbr_train_track_a_00799,"Estou impressionada, ouvi um pequeno trecho da Hora do Brasil e parecia a imprensa esquerdista: só falaram mal do Presidente! Relataram as opiniões de vários políticos petistas, todos criticando imensamente tudo! Quem controla a imprensa oficial? É a Rede Globo, a Veja? Porque não diferiu em nada! Fiquei boquiaberta! Foi hoje!",ukr,,1-0-0-0-0-1
rus_train_track_a_00105,"pra ganhar uma Lada nova, só ralar. pra ganhar um BMW novo, tem que pensar um pouco.",0,0,0,0,0,0,ptbr_train_track_a_01263,faz isso com o sistema inteiro por favor,rus,,0-0-0-0-0-0
rus_train_track_a_02170,tá nevando aqui na cidade!!!! Neve!!!!,0,0,0,1,0,1,ptbr_train_track_a_01363,"caralho, o nível dos detalhes, mt foda, passei a seguir",rus,,0-0-0-1-0-1
rus_train_track_a_01102,to em choque!!! como assim pedir pra cuidar de você e fazer românticos???))),0,1,0,0,0,1,ptbr_train_track_a_01256,Vi um pervertido com fetiche por amputados outro dia no tumblr.,rus,,0-1-0-0-0-1
rus_train_track_a_00129,"meu deus, tu viu eles lá atrás do sber com os carros e o Ruivo ou o Quadrado derrapando *OO* tô certa???",0,0,0,0,0,1,ptbr_train_track_a_00902,"a maioria é, eu não sei pq o pessoal do anitwitter tem essa tara tão grande por p3, pra mim p4 é bem mais jogo.",rus,,0-0-0-0-0-1
rus_train_track_a_00609,que vida doida. atentado em Volgogrado. que tristeza. a galera correndo pra alegria e acabou encontrando a morte. como esses terroristas conseguem viver com isso???,0,0,1,0,0,1,ptbr_train_track_a_02090,"mas ontem eu vi isso e li os comentários pq tinham varias pessoas falando sobre e fui dormir MORRENDO de medo, ai de madrugada eu acordei do nada e levei um puta susto, sla eu pulei da cama como se alguém fosse me matar",rus,,0-0-1-0-0-1
rus_train_track_a_00878,"Finalmente em casa! Sério, enche o saco ficar o dia todo ouvindo duas duplas de russo!!!",1,0,0,1,0,0,ptbr_train_track_a_00025,ainda bem que consegui comprar essa prr de remédio,rus,,1-0-0-1-0-0
rus_train_track_a_01413,"vi o horário do próximo semestre #coma #clínica #putz vamos passar o dia e a noite na facul, aff",0,0,0,0,1,1,ptbr_train_track_a_00702,"Que isso cara, pra que ofender o Jailson?",rus,,0-0-0-0-1-1
rus_train_track_a_02145,"pcccc quem fica falando de EXO tipo 'só tem carinha bonitinha, não tem nenhum normal, enche o saco, eles tão em todo lugar'. JÁ DEU. VÃO EMBORA LOGO!",1,0,0,0,0,0,ptbr_train_track_a_02123,"o pessoal ta perdendo a noção do ridículo, respeitem o relacionamento das pessoas porra!! independente se vc ja teve uma história c a pessoa, nao te da o direito de atrapalhar o relacionamento atual, pqp maturidade -10.",rus,,1-0-0-0-0-0
rus_train_track_a_00448,@<username> to na fossa da friendzone :(((,1,0,0,0,1,0,ptbr_train_track_a_00199,fui dormir 00h pra descansar acordei 11h e acabei acordando com uma puta dor de cabeça,rus,,1-0-0-0-1-0
rus_train_track_a_00368,tô tremendo todo,1,0,1,0,0,0,ptbr_train_track_a_01108,O pessoal não entendeu ainda que estamos em guerra! Eles querem retomar o poder de qualquer maneira! Usando todos métodos de guerrilha que estão no manual deles tão conhecido. A direita vai ter que sujar as mãos para colocar o lixo pra fora e limpar a casa!,rus,,1-0-1-0-0-0
ron_train_track_a_00774,"susto num prédio em Vaslui por causa de um incêndio, 17 pessoas evacuadas, 3 foram parar no hospital",0,0,1,0,0,0,ptbr_train_track_a_00560,carregar um bebezinho na barriga é difícil viuu,ron,,0-0-1-0-0-0
ron_train_track_a_00773,USR roubou os painéis antivacina PARA DE CENSURAR,1,0,0,0,0,0,ptbr_train_track_a_00772,"vai ter exposed sim menino manipulador, me chamava de gordo e de fracassado, nunca passou um dia comigo mas na internet queria mostar q eu era especial especial pra quem?",ron,,1-0-0-0-0-0
ron_train_track_a_00190,é culpa das antenas de 5G,0,0,0,0,0,0,ptbr_train_track_a_01723,"Tu é homem de calcinha, tu já é acima de nós, fracos q usam cueca, não fique assim com sua auto estima",ron,,0-0-0-0-0-0
ron_train_track_a_00929,"bem ridículo essa rede é só pra elite, bora largar esse provincianismo!",1,1,0,0,1,0,ptbr_train_track_a_01443,eu puta descontando as coisas na Maria  ela: ah ok   eu: desCULPA EU SOU UM LIXO EU NAO MEREÇO VC E A ANDRESSA NAO QUERIA TER DESCONTADO EM VOCE,ron,,1-1-0-0-1-0
ron_train_track_a_00091,"vc pode até dar uma passada nos labs da poli, a mesma comida ainda",0,1,0,0,0,0,ptbr_train_track_a_00840,"isso é a amanda, por isso ela só pega feio",ron,,0-1-0-0-0-0
ron_train_track_a_00074,aí teve fiscalização no Ministério da Saúde e mais 4 hospitais no relatório que mandaram pro MP,0,0,1,0,0,1,ptbr_train_track_a_01660,"Jesus, é cada uma desse cidadão. É de assustar.",ron,,0-0-1-0-0-1
ron_train_track_a_01055,"crime braba em Comrat, levaram a facada e arrancaram o coração da pessoa",0,1,0,0,1,0,ptbr_train_track_a_01938,to feio gordo e triste,ron,,0-1-0-0-1-0
ron_train_track_a_01065,<|PERSON|> destrói e dá aula pro <|PERSON|> num discurso pesado em VÍDEO,0,0,0,0,0,1,ptbr_train_track_a_00689,"70 dol ta barato até, no post ta todo mundo falando que pagaria muito mais",ron,,0-0-0-0-0-1
ron_train_track_a_00530,as situações mais ridículas que o povo se lascou com as drogas,1,1,0,0,0,1,ptbr_train_track_a_02093,o pau comendo e minha vizinha com o discurso de empatia e amor no meio da reunião de condôminos. quem engole isso??,ron,,1-1-0-0-0-1
ron_train_track_a_00094,"quero muito mais, esse foi o primeiro podcast que aprendi várias paradas essenciais, dá pra ouvir sem parar, traz mais!",0,0,0,1,0,1,ptbr_train_track_a_00101,"aí eu comentei com uma amiga que amo patins e que ia comprar  ela tinha dois novos em casa, dela e do marido  ela ia me vender ambos  mas meu aniversário tá chegando e ela me deu os dois de presente",ron,,0-0-0-1-0-1
hin_train_track_a_02068,ela tava estudando no quarto dela.,0,0,0,0,0,0,ptbr_train_track_a_00706,"Ah sim, concordo totalmente. Só acho engraçado. Mas se você odeia ele, o Gabriel Jejum te assombra nos seus pesadelos né.",hin,,0-0-0-0-0-0
hin_train_track_a_01423,os crimes na quebrada tão tirando o sono da galera!!,1,0,1,0,1,0,ptbr_train_track_a_00242,"Ficou mais que comprovado que o Brasil vive uma ditadura, onde as autoridades usam o poder do Estado para intimidar os adversários. O próximo passo é ""extrair"" a ""confissão"" dos presos hoje.",hin,,1-0-1-0-1-0
hin_train_track_a_00956,"hoje em dia, honestidade e confiança nos negócios são raridade, na real é quase tudo golpe.",1,0,0,0,1,0,ptbr_train_track_a_02120,Esses filhos do presidente estão acabando com a imagem dele e fortalecendo a esquerda. Difícil!,hin,,1-0-0-0-1-0
hin_train_track_a_01618,"fui pra Khajuraho e fiquei pasmo com a arquitetura e os detalhes dos templos, surreal demais!",0,0,0,0,0,1,ptbr_train_track_a_01049,Vixi... ta nisso ainda??? Bora gente... é preciso girar a engrenagem... muita gente querendo e precisando trabalhar....,hin,,0-0-0-0-0-1
hin_train_track_a_00649,nunca imaginei que ia acabar me metendo numa história de crime assim.,0,0,1,0,0,1,ptbr_train_track_a_01122,o pai da minha amg foi espancado mano como assim ????,hin,,0-0-1-0-0-1
hin_train_track_a_00208,hoje chegou a notícia de que vamos ter gêmeos!!,0,0,0,1,0,1,ptbr_train_track_a_02000,Sem palavras. Palavras simples e fortes.,hin,,0-0-0-1-0-1
hin_train_track_a_00043,"pelo amor de Deus, a situação do lodge em Shirdi era péssima, nem limpeza tinha e os quartos eram super desconfortáveis.",0,1,0,0,1,0,ptbr_train_track_a_01938,to feio gordo e triste,hin,,0-1-0-0-1-0
hin_train_track_a_00489,"E aí! Como isso aconteceu? Tô em choque, a gente se viu de manhã só!",0,0,0,0,1,1,ptbr_train_track_a_01151,eu sou ansioso e não me sabia '-',hin,,0-0-0-0-1-1
hin_train_track_a_02377,tô começando a ficar puto de tanto ouvir notícia de abuso policial.,1,1,0,0,0,0,ptbr_train_track_a_00611,Tem ter punição a essa grande falta de respeito.,hin,,1-1-0-0-0-0
hin_train_track_a_00991,"quando ouvi como o aurangzeb matou o chhatrapati sambhaji maharaj com tanta crueldade, minha sangue ferveu!",1,0,1,0,0,0,ptbr_train_track_a_01860,"Mas tem gente otária mesmo, querendo entregar o ""ok"" e leite pela narrativa.  Torço para ninguém controverso começar a falar de beber água, se não, fodeu.",hin,,1-0-1-0-0-0
amh_train_track_a_02184,"isso é só uma pegadinha! como assim, só isso?! que dia zoado!",0,0,1,0,0,1,ptbr_train_track_a_01122,o pai da minha amg foi espancado mano como assim ????,amh,,0-0-1-0-0-1
amh_train_track_a_00212,"21 anos de luta e a galera ainda não acredita. Hoje a gente celebra os guerreiros que defendem nosso povo e nossa terra. Muito respeito aos nossos heróis! Honra pra quem merece, isso é pra nossa Etiópia e tamanho amor pra nossa gente! #UnidosSempre",1,1,0,0,0,0,ptbr_train_track_a_01292,"Esse governo cria apoiadores que não estão dispostos a questionar nada, e nem a fazer uma autocrítica. ""Porque deus quis"" é desculpa pra qualquer coisa. Fora os ""seguidores"" que distorcem as palavras do senhor pra poder criar ainda mais violência e ódio, vide um imbecil aí que diz ser seguidor dele, defensor da família, mas na prática, só defende a família dele mesmo.",amh,,1-1-0-0-0-0
amh_train_track_a_02687,quem foi que mandou filmar lá no mar? a internet tá bem fraquinha por aqui!,0,0,1,0,0,0,ptbr_train_track_a_00900,e tá errado? o problema é que a gente teria a bomba nuclear na mao da dilma kkkkkkkkk,amh,,0-0-1-0-0-0
amh_train_track_a_02234,"com 18 anos já não quero saber de governo, só quero ver a galera ter diálogo, tipo, o que é esse rolê de só cobrar? tá ligado que a gente só quer dar umas melhoras na vida e viver em paz, enquanto isso vocês só pensam em empurrar a gente pra pobreza, sacou?",1,0,0,1,0,0,ptbr_train_track_a_00302,eu: decide que vai seguir a faculdade com mais calma e fazer o curso em 6 anos no lugar de 5  também eu: quer atolar o semestre de crédito e fazer uma porrada de coisa  ai gente alguem apaga esse fogo no cu pqp,amh,,1-0-0-1-0-0
amh_train_track_a_00671,"no mundão, o primeiro game que as minas lideraram foi feito!",0,0,0,0,0,0,ptbr_train_track_a_01632,aquelas q a interpol corre atrás né?,amh,,0-0-0-0-0-0
amh_train_track_a_01234,"a treta que tá rolando não é de agora, tão só querendo fazer guerra com a galera de Tigray.",0,1,0,0,0,0,ptbr_train_track_a_01144,pelo no peito e na barriga é feio demais pqp,amh,,0-1-0-0-0-0
amh_train_track_a_01936,e o que vai rolar hoje de bom?,1,0,0,0,0,0,ptbr_train_track_a_00572,"Para de progudicar o governo parem de botar leinha na fogueira, so demora afala mas quando falam sai fais por todo lado !!!",amh,,1-0-0-0-0-0
amh_train_track_a_00548,"tô feliz demais, tudo isso é neura nesse país complicado, e essa é nossa culpa de loucos",1,0,0,1,1,0,ptbr_train_track_a_00445,Parabéns falou tudo e muito difícil ser Negro neste País,amh,,1-0-0-1-1-0
amh_train_track_a_02542,"é real, professor, fala cada coisa que é de arrepiar! nos tempos de hoje, tá tudo tão doido, gente se comportando de um jeito estranho e bizarro. e meu Deus, que até dá medo. vamos nos cuidar e ficar em paz!",0,0,1,1,0,0,ptbr_train_track_a_01136,"meu deus meu deus,traz sse mlc logo barcelona pelo amor de deus",amh,,0-0-1-1-0-0
amh_train_track_a_03078,"minha pátria tá em paz, vivendo na humildade e já tô na espera do dia que esse ministro folgado vai pra bem longe, se o povo não tá afim de ser tratado como gente, tá na hora de dar um basta!",0,1,0,0,0,1,ptbr_train_track_a_01256,Vi um pervertido com fetiche por amputados outro dia no tumblr.,amh,,0-1-0-0-0-1
